question,choice_1,choice_2,choice_3,choice_4,year,field,internal,answer,grammer,vocab,old_system,reading_text
"The word ""they"" in paragraph 2 refers to ...",signs of stress,two-month-olds,shy children in general,mobiles and tape recordings of human voices,98.0,4.0,1.0,2.0,,,1.0,"Some people are shy, which means they feel uncomfortable in the presence of others. If you suffer from shyness, you are not alone, for there are many people having the same problem. According to recent research, close to 50 percent of the general population report that they currently experience some degree of shyness in their lives. In addition, close to 80 percent of people report having felt shy at some point in their lives. As shyness is so widespread in the world, it is not surprising that social scientists are learning more about its causes. They have found that shyness in an individual can result from both biological and environmental factors. Recent research shows that some people are genetically predisposed to shyness. In other words, some people say that some people are born shy. Researchers say that between 5 and 20 percent of newborn babies show signs of shyness: they are quieter and more watchful. Researchers have identified physiological differences between sociable and shy babies that show up as early as two months. In one study, two-month-olds who were later identified as shy children reacted with signs of stress when they were shown moving mobiles and tape recordings of human voices: increased heart rates, jerky movements of arms and legs, and excessive crying. Further evidence of the genetic basis of shyness is the fact that parents and grandparents of shy children more often say that they were shy as children than parents and grandparents of non-shy children."
"Which of the following statements is TRUE, according to paragraph 2?",No one is born shy.,There are physiological differences between shy and sociable babics.,Shy pcople are typically quicter but less carcful than those who arc not shy.,"Heart rates, jerky movements of arms and legs, and excessive crying are some physiological causes of shyness.",98.0,4.0,1.0,2.0,,,1.0,"Some people are shy, which means they feel uncomfortable in the presence of others. If you suffer from shyness, you are not alone, for there are many people having the same problem. According to recent research, close to 50 percent of the general population report that they currently experience some degree of shyness in their lives. In addition, close to 80 percent of people report having felt shy at some point in their lives. As shyness is so widespread in the world, it is not surprising that social scientists are learning more about its causes. They have found that shyness in an individual can result from both biological and environmental factors. Recent research shows that some people are genetically predisposed to shyness. In other words, some people say that some people are born shy. Researchers say that between 5 and 20 percent of newborn babies show signs of shyness: they are quieter and more watchful. Researchers have identified physiological differences between sociable and shy babies that show up as early as two months. In one study, two-month-olds who were later identified as shy children reacted with signs of stress when they were shown moving mobiles and tape recordings of human voices: increased heart rates, jerky movements of arms and legs, and excessive crying. Further evidence of the genetic basis of shyness is the fact that parents and grandparents of shy children more often say that they were shy as children than parents and grandparents of non-shy children."
What is the subject of the passage?,Language loss,How languages die out,Comparison of modern and old languages,The main difference between humans and animals,98.0,4.0,1.0,1.0,,,,"Language is one of the important abilities of humans which makes humans stand out from animals, so language loss raises serious questions about our history, our humanity, and perhaps about our future, too. Any study of the history of language shows that languages, like humans, develop over time. According to some estimates, around 7,000 languages are still spoken in the world. This number is a sign of the diversity and range of human experience all around the world. But not all those languages are equally healthy. In fact, while some languages are healthy and powerful, others are in the process of dying and disappearing. In fact, research shows that languages are dying out very fast. Some believe that by 2100, most of these languages, perhaps as many as 90% of them, will no longer exist in the spoken medium. If this were plant life, or whales and dolphins, many people would be worried and ask for something to be done to stop this unlucky process. Yet, surprisingly, there seems to be little interest in this terrible event. What is lost when a language ceases to exist?"
"Why does the author make a comparison between languages and humans in the second sentence, ""Any study of the history of language ... ""?",Because languages are spoken by humans,Because both languages and humans have histories,Because both languages and humans do not stay the same in the course of time,"Because when languages are lost, humans lose whatever knowledge and experience they have collected through them",98.0,4.0,1.0,3.0,,,,"Language is one of the important abilities of humans which makes humans stand out from animals, so language loss raises serious questions about our history, our humanity, and perhaps about our future, too. Any study of the history of language shows that languages, like humans, develop over time. According to some estimates, around 7,000 languages are still spoken in the world. This number is a sign of the diversity and range of human experience all around the world. But not all those languages are equally healthy. In fact, while some languages are healthy and powerful, others are in the process of dying and disappearing. In fact, research shows that languages are dying out very fast. Some believe that by 2100, most of these languages, perhaps as many as 90% of them, will no longer exist in the spoken medium. If this were plant life, or whales and dolphins, many people would be worried and ask for something to be done to stop this unlucky process. Yet, surprisingly, there seems to be little interest in this terrible event. What is lost when a language ceases to exist?"
"What does the phrase ""these languages"" refers to?",Healthy and powerful languages,The languages that are dying out very fast,Those languages that manage to survive by 2100,"The 7,000 languages ihat are still spoken in the world",98.0,4.0,1.0,2.0,,,,"Language is one of the important abilities of humans which makes humans stand out from animals, so language loss raises serious questions about our history, our humanity, and perhaps about our future, too. Any study of the history of language shows that languages, like humans, develop over time. According to some estimates, around 7,000 languages are still spoken in the world. This number is a sign of the diversity and range of human experience all around the world. But not all those languages are equally healthy. In fact, while some languages are healthy and powerful, others are in the process of dying and disappearing. In fact, research shows that languages are dying out very fast. Some believe that by 2100, most of these languages, perhaps as many as 90% of them, will no longer exist in the spoken medium. If this were plant life, or whales and dolphins, many people would be worried and ask for something to be done to stop this unlucky process. Yet, surprisingly, there seems to be little interest in this terrible event. What is lost when a language ceases to exist?"
The passage most probably continucs with a discussion of ...,the reasons why languages die,what to do io prevent languages from going out of existence,why people are worried about the gradual death of languages,what language loss makes us lose in addition to the language itself,98.0,4.0,1.0,4.0,,,,"Language is one of the important abilities of humans which makes humans stand out from animals, so language loss raises serious questions about our history, our humanity, and perhaps about our future, too. Any study of the history of language shows that languages, like humans, develop over time. According to some estimates, around 7,000 languages are still spoken in the world. This number is a sign of the diversity and range of human experience all around the world. But not all those languages are equally healthy. In fact, while some languages are healthy and powerful, others are in the process of dying and disappearing. In fact, research shows that languages are dying out very fast. Some believe that by 2100, most of these languages, perhaps as many as 90% of them, will no longer exist in the spoken medium. If this were plant life, or whales and dolphins, many people would be worried and ask for something to be done to stop this unlucky process. Yet, surprisingly, there seems to be little interest in this terrible event. What is lost when a language ceases to exist?"
Social scientists have tried to find out about the causes of shyness because ...,it is a problem many people suffer from,it surcly has a mental but not a physical origin,previously suggested ways to control it did not work,some people who report that they are shy may not really be shy,98.0,4.0,1.0,1.0,,,,"Some people are shy, which means they feel uncomfortable in the presence of others. If you suffer from shyness, you are not alone, for there are many people having the same problem. According to recent research, close to 50 percent of the general population report that they currently experience some degree of shyness in their lives. In addition, close to 80 percent of people report having felt shy at some point in their lives. As shyness is so widespread in the world, it is not surprising that social scientists are learning more about its causes. They have found that shyness in an individual can result from both biological and environmental factors. Recent research shows that some people are genetically predisposed to shyness. In other words, some people say that some people are born shy. Researchers say that between 5 and 20 percent of newborn babies show signs of shyness: they are quieter and more watchful. Researchers have identified physiological differences between sociable and shy babies that show up as early as two months. In one study, two-month-olds who were later identified as shy children reacted with signs of stress when they were shown moving mobiles and tape recordings of human voices: increased heart rates, jerky movements of arms and legs, and excessive crying. Further evidence of the genetic basis of shyness is the fact that parents and grandparents of shy children more often say that they were shy as children than parents and grandparents of non-shy children."
"It can be concluded form paragraph 2 that if a person's parents and grandparents are shy, he ....",would turn out to be less sociable than they were,needs to see a medical doctor immediately,has had a difficult childhood,is likely to be shy too,98.0,4.0,1.0,4.0,,,,"Some people are shy, which means they feel uncomfortable in the presence of others. If you suffer from shyness, you are not alone, for there are many people having the same problem. According to recent research, close to 50 percent of the general population report that they currently experience some degree of shyness in their lives. In addition, close to 80 percent of people report having felt shy at some point in their lives. As shyness is so widespread in the world, it is not surprising that social scientists are learning more about its causes. They have found that shyness in an individual can result from both biological and environmental factors. Recent research shows that some people are genetically predisposed to shyness. In other words, some people say that some people are born shy. Researchers say that between 5 and 20 percent of newborn babies show signs of shyness: they are quieter and more watchful. Researchers have identified physiological differences between sociable and shy babies that show up as early as two months. In one study, two-month-olds who were later identified as shy children reacted with signs of stress when they were shown moving mobiles and tape recordings of human voices: increased heart rates, jerky movements of arms and legs, and excessive crying. Further evidence of the genetic basis of shyness is the fact that parents and grandparents of shy children more often say that they were shy as children than parents and grandparents of non-shy children."
"The word ""they"" in paragraph 2 refers to ...",signs of stress,two-month-olds,shy children in general,mobiles and tape recordings of human voices,98.0,4.0,1.0,2.0,,,,"Some people are shy, which means they feel uncomfortable in the presence of others. If you suffer from shyness, you are not alone, for there are many people having the same problem. According to recent research, close to 50 percent of the general population report that they currently experience some degree of shyness in their lives. In addition, close to 80 percent of people report having felt shy at some point in their lives. As shyness is so widespread in the world, it is not surprising that social scientists are learning more about its causes. They have found that shyness in an individual can result from both biological and environmental factors. Recent research shows that some people are genetically predisposed to shyness. In other words, some people say that some people are born shy. Researchers say that between 5 and 20 percent of newborn babies show signs of shyness: they are quieter and more watchful. Researchers have identified physiological differences between sociable and shy babies that show up as early as two months. In one study, two-month-olds who were later identified as shy children reacted with signs of stress when they were shown moving mobiles and tape recordings of human voices: increased heart rates, jerky movements of arms and legs, and excessive crying. Further evidence of the genetic basis of shyness is the fact that parents and grandparents of shy children more often say that they were shy as children than parents and grandparents of non-shy children."
"Which of the following statements is TRUE, according to paragraph 2?",No onc ts born shy.,There are physiological differences between shy and sociable babies.,Shy pcople are typically quicter but less carcful than those who arc not shy.,"Heart rates, jerky movements of arms and legs, and excessive crying are some physiological causes of shyness.",98.0,4.0,1.0,2.0,,,,"Some people are shy, which means they feel uncomfortable in the presence of others. If you suffer from shyness, you are not alone, for there are many people having the same problem. According to recent research, close to 50 percent of the general population report that they currently experience some degree of shyness in their lives. In addition, close to 80 percent of people report having felt shy at some point in their lives. As shyness is so widespread in the world, it is not surprising that social scientists are learning more about its causes. They have found that shyness in an individual can result from both biological and environmental factors. Recent research shows that some people are genetically predisposed to shyness. In other words, some people say that some people are born shy. Researchers say that between 5 and 20 percent of newborn babies show signs of shyness: they are quieter and more watchful. Researchers have identified physiological differences between sociable and shy babies that show up as early as two months. In one study, two-month-olds who were later identified as shy children reacted with signs of stress when they were shown moving mobiles and tape recordings of human voices: increased heart rates, jerky movements of arms and legs, and excessive crying. Further evidence of the genetic basis of shyness is the fact that parents and grandparents of shy children more often say that they were shy as children than parents and grandparents of non-shy children."
"The idiom ""to break duwn"", is-one ... tu say that a machine has stupped working.",Luses it,that uses,usually used,is usually used,99.0,0.0,1.0,3.0,1.0,,1.0,
"They told us that-all of your responses were recorded on audiotape ... later,",they would be evaluated,when they will evaluate them,so that they could be evaluated,so-as:to they be-evaluate by them,99.0,0.0,1.0,3.0,1.0,,1.0,
"In that institute, there is a working model of a human heart ... visitors to walkthrough,",too large,so large that,very large to,large enough for,99.0,0.0,1.0,4.0,1.0,,1.0,
"According to the best evidence gathered by space probes. and astronomers, Mars: is aninhospitable planet; ... than to arth itself.",to Earth's Moon more similar,more similar to Earth's Moon,iis more similar to Farth's Moon,similar lo Tarth's Moun is more,99.0,0.0,1.0,2.0,1.0,,1.0,
"In free writing, you should not worry. about spelling or punctuating correctly, about erasing mistakes, about organizing material, or ... exact words.",finding,how to find,about finding,the finding of,99.0,0.0,1.0,3.0,1.0,,,
Gerald ... forgot to lock the door the night our restaurant was rebbed.,and I,or myself,and I themselves,himself and. myself,99.0,0.0,1.0,1.0,1.0,,,
Rescue helicopters had searched the whole area for the missing hikers for five hours before they finally ... them in a remote area.,were found,would find,were finding,found,99.0,0.0,1.0,4.0,1.0,,,
"Mr. Thomason, the company president, is not a generous man. If I. ... the company president, I would for sure donate some money to charity.",was,were,be,would be,99.0,0.0,1.0,2.0,1.0,,,
This test is ... meaningless sinee I have already passed the class.,efficiently,formerly,recently,basically,99.0,0.0,1.0,4.0,,1.0,1.0,
I was very much ... when I was forced to speak Spanish because I knew my accentwas terrible.,embarrassed,conecnirated,distracted,trapped.,99.0,0.0,1.0,1.0,,1.0,1.0,
The passengers listened quictly as the safety ... were explained.,instruments,procedures,probes,samples,99.0,0.0,1.0,2.0,,1.0,1.0,
You can't really ... a monctary valuc to loyal and honest friends.,allach,raise,restate,lower,99.0,0.0,1.0,1.0,,1.0,1.0,
"The number of the swimming pools is very small; in tact, there arc only 60 of them in the ...soomoe country.",complete,national,global,entire,99.0,0.0,1.0,4.0,,1.0,1.0,
"just ... Darren and.ask him no question; he's in a bad mood, and is disagreeing withoverything today.",realize,consider,ignore,involve,99.0,0.0,1.0,3.0,,1.0,1.0,
Jamie has been in a(n) ... state of pain ever since the car accident where she broke her neck.,active,constant,conscious,addictive,99.0,0.0,1.0,2.0,,1.0,1.0,
"Since he is responsible for the car payments, Lenny makes ... to send a check to thecompany on the first of each month.",sure,aware,careful,possible,99.0,0.0,1.0,1.0,,1.0,1.0,
We are an old nation proud of our national ...,generation,combination,continent,heritage,99.0,0.0,1.0,4.0,,1.0,,
The children paid ... attention when the teacher began explaining what would be on the next big exam.,particular,popular,willing,amused,99.0,0.0,1.0,1.0,,1.0,,
Having to pay out ... for car repairs made a big hole.in my savings.,safely,absolutely,carelessly,unexpectedly,99.0,0.0,1.0,4.0,,1.0,,
I think we should all respect nature and governments should do more. to ... environmental damage.,require,prevent,protect,convert,99.0,0.0,1.0,2.0,,1.0,,
Henry likes to take long showers and ... all the hot water before others get a chance to bathe.,fall down,pass away,use up,turn off,99.0,0.0,1.0,3.0,,1.0,,
"The man's ... speech made little sense to the people in the audience, so many left before he was half through.",ancient,countless,monolingual,incomprehensible,99.0,0.0,1.0,4.0,,1.0,,
Kinetic learners are students who learn better when they are allowed to be ... .,cheerful,emotional,active,sociable,99.0,0.0,1.0,3.0,,1.0,,
"No, no. You seem'to not have gotten the ... I have been trying to make; all I mean is that you should take better care of yourself.",point,matter,issue,advice,99.0,0.0,1.0,1.0,,1.0,,
"The study also found that. ceonomics plays.an important role. As income increases, the
frequency al which colds are reported in the. family (88) ...  Families with the lowest
income (89) ... about a third mere colds than Families at the highest end.
Lower income in general forces people io live in more crowded places than
(90) ... . and crowding increases the opportunities for the cold virus to. (91) ...
person to person. Low income may also negatively influence diet. he degree to which
poor nutrition affects the possibility of catching cold is not yet clearly (92) ... , but a
poor diet seems to increase such a possibility in general.
",decreases,to decrease,are decreased,have decreased,99.0,0.0,1.0,1.0,,,1.0,
"The study also found that. ceonomics plays.an important role. As income increases, the
frequency al which colds are reported in the. family (88) ...  Families with the lowest
income (89) ... about a third mere colds than Families at the highest end.
Lower income in general forces people io live in more crowded places than
(90) ... . and crowding increases the opportunities for the cold virus to. (91) ...
person to person. Low income may also negatively influence diet. he degree to which
poor nutrition affects the possibility of catching cold is not yet clearly (92) ... , but a
poor diet seems to increase such a possibility in general.
",speculate,generalize,suffer,annoy,99.0,0.0,1.0,3.0,,,1.0,
"The study also found that. ceonomics plays.an important role. As income increases, the
frequency al which colds are reported in the. family (88) ...  Families with the lowest
income (89) ... about a third mere colds than Families at the highest end.
Lower income in general forces people io live in more crowded places than
(90) ... . and crowding increases the opportunities for the cold virus to. (91) ...
person to person. Low income may also negatively influence diet. he degree to which
poor nutrition affects the possibility of catching cold is not yet clearly (92) ... , but a
poor diet seems to increase such a possibility in general.
",those in which wealthier people live,1in those which wealthier peapte live,wealthier people in which they live,wealthier people live in,99.0,0.0,1.0,1.0,,,1.0,
"The study also found that. ceonomics plays.an important role. As income increases, the
frequency al which colds are reported in the. family (88) ...  Families with the lowest
income (89) ... about a third mere colds than Families at the highest end.
Lower income in general forces people io live in more crowded places than
(90) ... . and crowding increases the opportunities for the cold virus to. (91) ...
person to person. Low income may also negatively influence diet. he degree to which
poor nutrition affects the possibility of catching cold is not yet clearly (92) ... , but a
poor diet seems to increase such a possibility in general.
",transfer to,travel from,consist of,pick up,99.0,0.0,1.0,2.0,,,1.0,
"The study also found that. ceonomics plays.an important role. As income increases, the
frequency al which colds are reported in the. family (88) ...  Families with the lowest
income (89) ... about a third mere colds than Families at the highest end.
Lower income in general forces people io live in more crowded places than
(90) ... . and crowding increases the opportunities for the cold virus to. (91) ...
person to person. Low income may also negatively influence diet. he degree to which
poor nutrition affects the possibility of catching cold is not yet clearly (92) ... , but a
poor diet seems to increase such a possibility in general.
",designed,prevented,offered,established,99.0,0.0,1.0,4.0,,,1.0,
"The human eye is nature's most fantastic organ, and the high degree of development of
human society probably depends upon (88) ... When nature first developed this
intricate and adaptable organism, human eyes (89) ... mainly for outdoor work and.
living. With the:stress of indoor life and unnatural lighting, much pressure is placed. on
eyes today. Sometimes more than nature's assistance is needed to keep eyes in shape for
the many uses they (90) ... in modern life. It is also true that-we have (91)...
man's normal lifespan to almost twice what.it was in ancient societies. Visual problems
also increase with age, and eyes usually need some corrective (92). ... as one grows
older.
",this organ is developing,this organ deyclops,developing of this organ,the development of this.organ,99.0,0.0,1.0,4.0,,,,
"The human eye is nature's most fantastic organ, and the high degree of development of
human society probably depends upon (88) ... When nature first developed this
intricate and adaptable organism, human eyes (89) ... mainly for outdoor work and.
living. With the:stress of indoor life and unnatural lighting, much pressure is placed. on
eyes today. Sometimes more than nature's assistance is needed to keep eyes in shape for
the many uses they (90) ... in modern life. It is also true that-we have (91)...
man's normal lifespan to almost twice what.it was in ancient societies. Visual problems
also increase with age, and eyes usually need some corrective (92). ... as one grows
older.
",used,we used.,were used,have been used,99.0,0.0,1.0,3.0,,,,
"The human eye is nature's most fantastic organ, and the high degree of development of
human society probably depends upon (88) ... When nature first developed this
intricate and adaptable organism, human eyes (89) ... mainly for outdoor work and.
living. With the:stress of indoor life and unnatural lighting, much pressure is placed. on
eyes today. Sometimes more than nature's assistance is needed to keep eyes in shape for
the many uses they (90) ... in modern life. It is also true that-we have (91)...
man's normal lifespan to almost twice what.it was in ancient societies. Visual problems
also increase with age, and eyes usually need some corrective (92). ... as one grows
older.
",serve,improve,"identify,",receive,99.0,0.0,1.0,1.0,,,,
"The human eye is nature's most fantastic organ, and the high degree of development of
human society probably depends upon (88) ... When nature first developed this
intricate and adaptable organism, human eyes (89) ... mainly for outdoor work and.
living. With the:stress of indoor life and unnatural lighting, much pressure is placed. on
eyes today. Sometimes more than nature's assistance is needed to keep eyes in shape for
the many uses they (90) ... in modern life. It is also true that-we have (91)...
man's normal lifespan to almost twice what.it was in ancient societies. Visual problems
also increase with age, and eyes usually need some corrective (92). ... as one grows
older.
",expanded,replaced,saved,ranged,99.0,0.0,1.0,1.0,,,,
"The human eye is nature's most fantastic organ, and the high degree of development of
human society probably depends upon (88) ... When nature first developed this
intricate and adaptable organism, human eyes (89) ... mainly for outdoor work and.
living. With the:stress of indoor life and unnatural lighting, much pressure is placed. on
eyes today. Sometimes more than nature's assistance is needed to keep eyes in shape for
the many uses they (90) ... in modern life. It is also true that-we have (91)...
man's normal lifespan to almost twice what.it was in ancient societies. Visual problems
also increase with age, and eyes usually need some corrective (92). ... as one grows
older.
",skill,care,space.,addiction,99.0,0.0,1.0,2.0,,,,
What is the subject of the passage?,Diflerences in conimunication between humans and pigcons,Importanee of body movement in human conmmunication,Recognition of facial expressions,Emotions that.our face can show,99.0,0.0,1.0,3.0,,,1.0,"A kind of bird known as pigeons have been taught to recognize human facial expressions, weakening long-held beliefs that only humans have the sophisticated nervous systems to perform such an act. In some recent experiments, eight trained pigeons were shown photographs of people displaying emotions of happiness, anger, surprise, and hatred. The birds learned to recognize the difference between these expressions. Not only that, but they were also able to correctly identify the same expressions on photographs of unfamiliar faces. Their achievement does not suggest, of course, that the pigeons had any idea what the human expressions meant. Some psychologists have theorized that because of the importance of facial expression to human communication, humans developed special nervous systems capable of recognizing subtle expressions. The pigeons cast doubt on that idea, however. In fact, the ability to recognize facial expressions of emotion is not necessarily inborn even in human babies, but may have to be learned in much the same way pigeons learn. In experiments conducted several years ago, it was found that pigeons organize images of things into the same logical categories that humans do."
"The passage suggests that the belicf that animals may also be able to recognize facial expressions ... ,",proves thal they understand what cach facial expression means,"holds true. in relation to trained, but not untrained, birds","was supposed to be wrong,",is a long-held one,99.0,0.0,1.0,1.0,,,1.0,"A kind of bird known as pigeons have been taught to recognize human facial expressions, weakening long-held beliefs that only humans have the sophisticated nervous systems to perform such an act. In some recent experiments, eight trained pigeons were shown photographs of people displaying emotions of happiness, anger, surprise, and hatred. The birds learned to recognize the difference between these expressions. Not only that, but they were also able to correctly identify the same expressions on photographs of unfamiliar faces. Their achievement does not suggest, of course, that the pigeons had any idea what the human expressions meant. Some psychologists have theorized that because of the importance of facial expression to human communication, humans developed special nervous systems capable of recognizing subtle expressions. The pigeons cast doubt on that idea, however. In fact, the ability to recognize facial expressions of emotion is not necessarily inborn even in human babies, but may have to be learned in much the same way pigeons learn. In experiments conducted several years ago, it was found that pigeons organize images of things into the same logical categories that humans do."
Which of the following describes the author's attitude towards the idea that the ability to recognize facial expressions of emotion is inborn (paragraph 2)?,Uncertain,Frightened,Shocked,Amused,99.0,0.0,1.0,1.0,,,1.0,"A kind of bird known as pigeons have been taught to recognize human facial expressions, weakening long-held beliefs that only humans have the sophisticated nervous systems to perform such an act. In some recent experiments, eight trained pigeons were shown photographs of people displaying emotions of happiness, anger, surprise, and hatred. The birds learned to recognize the difference between these expressions. Not only that, but they were also able to correctly identify the same expressions on photographs of unfamiliar faces. Their achievement does not suggest, of course, that the pigeons had any idea what the human expressions meant. Some psychologists have theorized that because of the importance of facial expression to human communication, humans developed special nervous systems capable of recognizing subtle expressions. The pigeons cast doubt on that idea, however. In fact, the ability to recognize facial expressions of emotion is not necessarily inborn even in human babies, but may have to be learned in much the same way pigeons learn. In experiments conducted several years ago, it was found that pigeons organize images of things into the same logical categories that humans do."
"The phrase ""that idea"" in paragraph 2 refers tothe idea ...",that pigeons can lear new things,expressed by the psychologists mentioned in paragraph 2,that recognizing lacial expressions.is important to human communication,according to which to recognize facial expressions of emotion is not necessarily inborn,99.0,0.0,1.0,2.0,,,1.0,"A kind of bird known as pigeons have been taught to recognize human facial expressions, weakening long-held beliefs that only humans have the sophisticated nervous systems to perform such an act. In some recent experiments, eight trained pigeons were shown photographs of people displaying emotions of happiness, anger, surprise, and hatred. The birds learned to recognize the difference between these expressions. Not only that, but they were also able to correctly identify the same expressions on photographs of unfamiliar faces. Their achievement does not suggest, of course, that the pigeons had any idea what the human expressions meant. Some psychologists have theorized that because of the importance of facial expression to human communication, humans developed special nervous systems capable of recognizing subtle expressions. The pigeons cast doubt on that idea, however. In fact, the ability to recognize facial expressions of emotion is not necessarily inborn even in human babies, but may have to be learned in much the same way pigeons learn. In experiments conducted several years ago, it was found that pigeons organize images of things into the same logical categories that humans do."
The passage would most probably continue with a discussion of ...,the best airport design,another-approach to airport design,the reasons why airport design is important,the advantages and disadvantages of each airport design.,99.0,0.0,1.0,2.0,,,1.0,"For most modern airports, the major design problem is scale - how to allow enough space on the ground for maneuvering wide-body jets while permitting convenient and rapid movement of passengers departing, arriving, or transferring from one flight to another. Most designs for airport terminals take one of four approaches. In the linear plan, the building may be straight or curved. The passengers board aircraft parked next to the terminal. This plan works well for small airports that need to provide boarding areas for only a few aircraft at a time. In the pier plan, narrow corridors or piers extend from a central building. This plan allows many aircraft to park next to the building. However, it creates long walking distances for passengers. In the satellite plan, passengers board aircraft from small terminals that are separated from the main terminals. Passengers reach the satellites by way of shuttle trains or underground passageways that have moving sidewalks."
"According To the passage, The linear plan is more appropriate for airports ...",with small planes,that offer domestic flights,the passengers of which prefer to board planes as quickly as they can,that can provide service to.a limited number ot planes at the same time,99.0,0.0,1.0,4.0,,,1.0,"For most modern airports, the major design problem is scale - how to allow enough space on the ground for maneuvering wide-body jets while permitting convenient and rapid movement of passengers departing, arriving, or transferring from one flight to another. Most designs for airport terminals take one of four approaches. In the linear plan, the building may be straight or curved. The passengers board aircraft parked next to the terminal. This plan works well for small airports that need to provide boarding areas for only a few aircraft at a time. In the pier plan, narrow corridors or piers extend from a central building. This plan allows many aircraft to park next to the building. However, it creates long walking distances for passengers. In the satellite plan, passengers board aircraft from small terminals that are separated from the main terminals. Passengers reach the satellites by way of shuttle trains or underground passageways that have moving sidewalks."
Which of the following is defined in-the passage?,seale [paragraph 1],terminals [paragraph 4],board [paragraph 2],passageways [paragraph 4],99.0,0.0,1.0,1.0,,,1.0,"For most modern airports, the major design problem is scale - how to allow enough space on the ground for maneuvering wide-body jets while permitting convenient and rapid movement of passengers departing, arriving, or transferring from one flight to another. Most designs for airport terminals take one of four approaches. In the linear plan, the building may be straight or curved. The passengers board aircraft parked next to the terminal. This plan works well for small airports that need to provide boarding areas for only a few aircraft at a time. In the pier plan, narrow corridors or piers extend from a central building. This plan allows many aircraft to park next to the building. However, it creates long walking distances for passengers. In the satellite plan, passengers board aircraft from small terminals that are separated from the main terminals. Passengers reach the satellites by way of shuttle trains or underground passageways that have moving sidewalks."
In which of the desigus described in the. passage are buses used and the passengers must climb a flight of stairs to board the aircraft?,Linear,Pier,Satellite,"""None""",99.0,0.0,1.0,4.0,,,1.0,"For most modern airports, the major design problem is scale - how to allow enough space on the ground for maneuvering wide-body jets while permitting convenient and rapid movement of passengers departing, arriving, or transferring from one flight to another. Most designs for airport terminals take one of four approaches. In the linear plan, the building may be straight or curved. The passengers board aircraft parked next to the terminal. This plan works well for small airports that need to provide boarding areas for only a few aircraft at a time. In the pier plan, narrow corridors or piers extend from a central building. This plan allows many aircraft to park next to the building. However, it creates long walking distances for passengers. In the satellite plan, passengers board aircraft from small terminals that are separated from the main terminals. Passengers reach the satellites by way of shuttle trains or underground passageways that have moving sidewalks."
What is the subject of the passage?,Diflerences in conimunication between humans and pigcons,Importanee of body movement in human conmmunication,Recognition of facial expressions,Emotions that.our face can show,99.0,0.0,1.0,3.0,,,,"A kind of bird known as pigeons have been taught to recognize human facial expressions, weakening long-held beliefs that only humans have the sophisticated nervous systems to perform such an act. In some recent experiments, eight trained pigeons were shown photographs of people displaying emotions of happiness, anger, surprise, and hatred. The birds learned to recognize the difference between these expressions. Not only that, but they were also able to correctly identify the same expressions on photographs of unfamiliar faces. Their achievement does not suggest, of course, that the pigeons had any idea what the human expressions meant. Some psychologists have theorized that because of the importance of facial expression to human communication, humans developed special nervous systems capable of recognizing subtle expressions. The pigeons cast doubt on that idea, however. In fact, the ability to recognize facial expressions of emotion is not necessarily inborn even in human babies, but may have to be learned in much the same way pigeons learn. In experiments conducted several years ago, it was found that pigeons organize images of things into the same logical categories that humans do."
"The passage suggests that the belicf that animals may also be able to recognize facial expressions ... ,",proves thal they understand what cach facial expression means,"holds true. in relation to trained, but not untrained, birds","was supposed to be wrong,",is a long-held one,99.0,0.0,1.0,3.0,,,,"A kind of bird known as pigeons have been taught to recognize human facial expressions, weakening long-held beliefs that only humans have the sophisticated nervous systems to perform such an act. In some recent experiments, eight trained pigeons were shown photographs of people displaying emotions of happiness, anger, surprise, and hatred. The birds learned to recognize the difference between these expressions. Not only that, but they were also able to correctly identify the same expressions on photographs of unfamiliar faces. Their achievement does not suggest, of course, that the pigeons had any idea what the human expressions meant. Some psychologists have theorized that because of the importance of facial expression to human communication, humans developed special nervous systems capable of recognizing subtle expressions. The pigeons cast doubt on that idea, however. In fact, the ability to recognize facial expressions of emotion is not necessarily inborn even in human babies, but may have to be learned in much the same way pigeons learn. In experiments conducted several years ago, it was found that pigeons organize images of things into the same logical categories that humans do."
Which of the following describes the author's attitude towards the idea that the ability to recognize facial expressions of emotion is inborn (paragraph 2)?,Uncertain,Frightened,Shocked,Amused,99.0,0.0,1.0,1.0,,,,"A kind of bird known as pigeons have been taught to recognize human facial expressions, weakening long-held beliefs that only humans have the sophisticated nervous systems to perform such an act. In some recent experiments, eight trained pigeons were shown photographs of people displaying emotions of happiness, anger, surprise, and hatred. The birds learned to recognize the difference between these expressions. Not only that, but they were also able to correctly identify the same expressions on photographs of unfamiliar faces. Their achievement does not suggest, of course, that the pigeons had any idea what the human expressions meant. Some psychologists have theorized that because of the importance of facial expression to human communication, humans developed special nervous systems capable of recognizing subtle expressions. The pigeons cast doubt on that idea, however. In fact, the ability to recognize facial expressions of emotion is not necessarily inborn even in human babies, but may have to be learned in much the same way pigeons learn. In experiments conducted several years ago, it was found that pigeons organize images of things into the same logical categories that humans do."
